"annotation_id","annotator","created_at","id","lead_time","sentiment","text","updated_at"
205,"1","2024-06-09T22:21:17.203995Z",1031,6.266,"Negative","هوم شرط عاد عندهم من العمل لاحراصت كرمي","2024-06-09T22:21:17.203995Z"
206,"1","2024-06-09T22:21:28.854569Z",1032,7.973,"Neutral","نتومَ تگدُ تشنايو ذشفيه نحن","2024-06-09T22:21:28.854569Z"
207,"1","2024-06-09T22:21:41.705031Z",1033,11.127,"Negative","هاذ ظرك شنهو هي لاهاتف خليتون شكيت عنه صركت هي كاع هي بيه جوع كاع تشري واحد جديد خلي لخبار توف","2024-06-09T22:21:41.705031Z"
208,"1","2024-06-09T22:21:48.937498Z",1034,5.555,"Negative","لا كلها تعدل فضيحة وتكول نسرگت تلفوني  ذ نوع من فيديوهات مايعدلو حد محترم","2024-06-09T22:21:48.937498Z"
209,"1","2024-06-09T22:21:53.868898Z",1035,3.104,"Negative","مانكبلوها مانكبلوها","2024-06-09T22:21:53.868898Z"
210,"1","2024-06-09T22:22:04.338117Z",1036,7.925,"Neutral","ذ بيه اشطاره كامل اتباااركلل اصل ميه تلفونيان و لا تلفون","2024-06-09T22:22:04.338117Z"
211,"1","2024-06-09T22:22:10.818785Z",1037,4.922,"Neutral","أوشو استفدن نحن من ذا الخبر ؟","2024-06-09T22:22:10.818785Z"
212,"1","2024-06-09T22:22:21.303324Z",1038,8.983,"Negative","واجع والله يامول الستر استرنا بسترك الجميل","2024-06-09T22:22:21.303324Z"
213,"1","2024-06-09T22:22:25.304150Z",1039,2.538,"Positive","اصل الصحه","2024-06-09T22:22:25.304150Z"
214,"1","2024-06-09T22:22:29.235818Z",1040,2.49,"Neutral","ذ شنهي فائدتو","2024-06-09T22:22:29.235818Z"
215,"1","2024-06-09T22:22:35.354125Z",1041,3.364,"Neutral","ذ ماهو خبر مفرق شقلكم","2024-06-09T22:22:35.354125Z"
216,"1","2024-06-09T22:22:39.952836Z",1042,2.296,"Negative","ههههه  محمر ستيوهاته","2024-06-09T22:22:39.952836Z"
217,"1","2024-06-09T22:22:50.580108Z",1043,8.893,"Negative","منشور منه فديوه ظرك بعد الخير متين العافية","2024-06-09T22:22:50.580108Z"
218,"1","2024-06-09T22:22:55.622764Z",1044,3.528,"Negative","ذي المنصة صراحة دفااافة ولاخلات شي لشويبات اخرامز","2024-06-09T22:22:55.622764Z"
219,"1","2024-06-09T22:23:01.542383Z",1045,2.048,"Negative","لارده الله هذ هو الفيافى حك","2024-06-09T22:23:01.542383Z"
220,"1","2024-06-09T22:23:05.185137Z",1046,2.026,"Positive","الله اكبر","2024-06-09T22:23:05.185137Z"
221,"1","2024-06-09T22:23:08.905834Z",1047,2.345,"Positive","الله المستعان","2024-06-09T22:23:08.905834Z"
222,"1","2024-06-09T22:23:13.403749Z",1048,2.166,"Positive","أخططاف الا اليقوت بعد","2024-06-09T22:23:13.403749Z"
223,"1","2024-06-09T22:23:17.419672Z",1049,2.259,"Neutral","اختطاف الهاتف","2024-06-09T22:23:17.419672Z"
224,"1","2024-06-09T22:23:24.073833Z",1050,3.639,"Neutral","هذا ماه خبر ايو وما بعد ذلك","2024-06-09T22:23:24.073833Z"
225,"1","2024-06-09T22:23:27.811766Z",1051,2.288,"Positive","الله يستر","2024-06-09T22:23:27.811766Z"
226,"1","2024-06-09T22:23:33.983286Z",1052,7.3740000000000006,"Negative","شفت بعد ظرك فيديو غريب اله ماه اعل اطريك","2024-06-09T22:23:37.372509Z"
227,"1","2024-06-09T22:23:41.752336Z",1053,2.689,"Neutral","ختطاف الهاتف بعد  هي طمها","2024-06-09T22:23:41.752336Z"
228,"1","2024-06-09T22:23:46.590571Z",1054,2.922,"Positive","كامل التضامن مع فنانتنا العظيم","2024-06-09T22:23:46.590571Z"
229,"1","2024-06-09T22:23:53.513925Z",1055,5.219,"Negative","علاش گاع تعدل صور خاصة","2024-06-09T22:23:53.513925Z"
230,"1","2024-06-09T22:23:57.722400Z",1056,2.718,"Positive","شفافة ","2024-06-09T22:23:57.722400Z"
231,"1","2024-06-09T22:24:02.877674Z",1057,3.776,"Positive","التوفيق","2024-06-09T22:24:02.877674Z"
232,"1","2024-06-09T22:24:08.872914Z",1058,1.839,"Neutral","لتزوير","2024-06-09T22:24:08.872914Z"
233,"1","2024-06-09T22:24:13.039504Z",1059,2.242,"Neutral","المهزلة","2024-06-09T22:24:13.039504Z"
234,"1","2024-06-09T22:24:19.145249Z",1061,3.598,"Positive","خيرا","2024-06-09T22:24:19.145249Z"
235,"1","2024-06-09T22:24:21.784203Z",1062,1.477,"Neutral","أح","2024-06-09T22:24:21.784203Z"
236,"1","2024-06-09T22:24:26.392164Z",1063,3.48,"Negative","اح لي استغفر الله","2024-06-09T22:24:26.392164Z"
237,"1","2024-06-09T22:24:29.195548Z",1064,1.662,"Negative","ماه مهم","2024-06-09T22:24:29.195548Z"
238,"1","2024-06-09T22:24:32.792185Z",1065,2.268,"Positive","دعوتكم في غنى عنها والحمدلله رب العالمين","2024-06-09T22:24:32.792185Z"
239,"1","2024-06-09T22:24:36.619833Z",1066,2.515,"Positive","اسكي حت الجد والنزاهة","2024-06-09T22:24:36.619833Z"
240,"1","2024-06-09T22:24:41.730964Z",1067,2.282,"Positive","إن شاء الله تعالى","2024-06-09T22:24:41.730964Z"
241,"1","2024-06-09T22:24:44.443557Z",1068,1.383,"Positive","ما شاء الله...قلوبكم عامرة... يغير اتقاو الله في حقوق المخالق","2024-06-09T22:24:44.443557Z"
242,"1","2024-06-09T22:24:47.922422Z",1069,2.32,"Positive","خيرا يكون","2024-06-09T22:24:47.922422Z"
243,"1","2024-06-09T22:24:50.977486Z",1070,1.817,"Positive","تقبل الله","2024-06-09T22:24:50.977486Z"
244,"1","2024-06-09T22:24:56.248382Z",1071,4.015,"Negative","إياكم والتزوير","2024-06-09T22:24:56.248382Z"
245,"1","2024-06-09T22:24:59.840900Z",1072,1.598,"Negative","إريح منكم","2024-06-09T22:24:59.840900Z"
246,"1","2024-06-09T22:25:04.525608Z",1073,3.445,"Positive","رانا شهدنا أنكم مواظبون على صلاة الجمعة و حسن التحضير لها و إن شاء الله بقية الأعمال تعود حاظره","2024-06-09T22:25:04.525608Z"
247,"1","2024-06-09T22:25:12.765609Z",1074,6.926,"Negative","الواعر لا تنكصُ شي من الصلاة","2024-06-09T22:25:12.765609Z"
248,"1","2024-06-09T22:25:17.241463Z",1075,2.457,"Negative","فظمة","2024-06-09T22:25:17.241463Z"
249,"1","2024-06-09T22:25:20.491967Z",1076,1.758,"Negative","لجنة الاصهار والاقارب ماعندها شِ امطريتُ..ولا مصداقية لاختياراتها","2024-06-09T22:25:20.491967Z"
250,"1","2024-06-09T22:25:24.704953Z",1077,1.597,"Positive","قلبكم عامر بالإيمان","2024-06-09T22:25:24.704953Z"
252,"1","2024-06-09T22:25:32.599632Z",1079,1.702,"Negative","ما مرجي منكم خير","2024-06-09T22:25:32.599632Z"
253,"1","2024-06-09T22:25:35.442521Z",1080,1.482,"Negative","ماه مهم عندن","2024-06-09T22:25:35.442521Z"
254,"1","2024-06-09T22:25:38.284690Z",1081,1.598,"Positive","اتقوا الله على الأقل في يوم الجمعة ","2024-06-09T22:25:38.284690Z"
255,"1","2024-06-09T22:25:41.339457Z",1082,1.741,"Positive","ايو الجمعة بعد الا ركعتين الذاك","2024-06-09T22:25:41.339457Z"
257,"1","2024-06-09T22:25:49.606627Z",1084,1.381,"Neutral","إعادة الإنتخابات بعد صلاة  الجمعة","2024-06-09T22:25:49.607660Z"
258,"1","2024-06-09T22:25:52.801908Z",1085,1.767,"Positive","مشرف ذاك ليهي تعدلو تبارك الله","2024-06-09T22:25:52.801908Z"
259,"1","2024-06-09T22:25:57.691127Z",1086,3.622,"Negative","أصل فظمه امتوميه حك","2024-06-09T22:25:57.691127Z"
260,"1","2024-06-09T22:26:00.746941Z",1087,1.628,"Negative","يا فظمه ","2024-06-09T22:26:00.746941Z"
261,"1","2024-06-09T22:26:03.457891Z",1088,1.475,"Positive","العافية","2024-06-09T22:26:03.457891Z"
263,"1","2024-06-09T22:26:09.775246Z",1090,2.476,"Negative","اطوالت ","2024-06-09T22:26:09.775246Z"
264,"1","2024-06-09T22:26:13.972388Z",1091,1.972,"Positive","مشرف ","2024-06-09T22:26:13.973429Z"
265,"1","2024-06-09T22:48:55.582349Z",1092,12.51,"Neutral","هي عيشه من نعت الها ادكيك؟","2024-06-09T22:48:55.582349Z"
266,"1","2024-06-09T22:49:32.551621Z",1093,5.101,"Negative","التظلمات ","2024-06-09T22:49:32.551621Z"
267,"1","2024-06-09T22:49:37.234287Z",1094,2.269,"Negative","التخبط ","2024-06-09T22:49:37.234287Z"
268,"1","2024-06-09T22:49:41.962545Z",1095,2.693,"Negative"," التزوير الموثق","2024-06-09T22:49:41.962545Z"
269,"1","2024-06-09T22:49:46.671291Z",1096,2.067,"Negative","الخيانة","2024-06-09T22:49:46.671291Z"
270,"1","2024-06-09T22:49:51.678355Z",1097,2.653,"Positive","الموثق","2024-06-09T22:49:51.678355Z"
271,"1","2024-06-09T22:49:56.084156Z",1098,1.906,"Negative","إل كثّر ينفطل","2024-06-09T22:49:56.084156Z"
272,"1","2024-06-09T22:50:05.837731Z",1099,1.752,"Neutral","السؤال المطروح !هل سينتصر حزب الإنصاف على حزب الإصلاح غدا في المقاطعتين الموجودتين في ولاية أدرار","2024-06-09T22:50:05.837731Z"
273,"1","2024-06-09T22:50:11.472535Z",1100,2.705,"Negative","اصادر حرية ","2024-06-09T22:50:11.472535Z"
274,"1","2024-06-09T22:50:14.340027Z",1101,1.595,"Positive","العافية","2024-06-09T22:50:14.340027Z"
275,"1","2024-06-09T22:50:23.429705Z",1102,6.941,"Negative","اتزيدوها","2024-06-09T22:50:23.429705Z"
277,"1","2024-06-09T22:50:33.278855Z",1104,2.755,"Positive","مشرف ","2024-06-09T22:50:33.294546Z"
278,"1","2024-06-09T22:50:37.224547Z",1105,2.041,"Positive","مبروووووك ","2024-06-09T22:50:37.224547Z"
279,"1","2024-06-09T22:50:40.105019Z",1106,1.743,"Positive","اصل الصحة ","2024-06-09T22:50:40.105019Z"
280,"1","2024-06-09T22:50:43.778863Z",1107,1.794,"Positive","يعيك الصحة ","2024-06-09T22:50:43.778863Z"
281,"1","2024-06-09T22:50:46.966875Z",1108,1.589,"Negative","ماه صالح","2024-06-09T22:50:46.966875Z"
282,"1","2024-06-09T22:50:51.512587Z",1109,2.471,"Neutral","قلبني ","2024-06-09T22:50:51.512587Z"
283,"1","2024-06-09T22:50:54.880190Z",1110,1.582,"Negative","ما","2024-06-09T22:50:54.880190Z"
284,"1","2024-06-09T22:50:59.181474Z",1111,3.245,"Negative","لا ","2024-06-09T22:50:59.181474Z"
285,"1","2024-06-09T22:51:02.498508Z",1112,1.506,"Negative","ماه","2024-06-09T22:51:02.498508Z"
286,"1","2024-06-09T22:51:05.787527Z",1113,1.658,"Negative","بلا ","2024-06-09T22:51:05.787527Z"
287,"1","2024-06-09T22:51:08.960709Z",1114,8.600999999999999,"Neutral","عدَّل ","2024-06-09T22:51:18.012101Z"
288,"1","2024-06-09T22:51:22.693641Z",1115,7.338,"Neutral","واجعة واجعه","2024-06-09T22:51:27.954311Z"
289,"1","2024-06-09T22:51:31.091089Z",1116,1.931,"Negative","الخزو","2024-06-09T22:51:31.091089Z"
291,"1","2024-06-09T23:06:08.990108Z",1118,4.466,"Negative","لحشمة","2024-06-10T18:37:00.328980Z"
292,"1","2024-06-09T23:19:40.651832Z",1119,8.622,"Negative","الفيافي","2024-06-09T23:19:49.364824Z"
293,"1","2024-06-09T23:20:06.458125Z",1120,1.915,"Negative","تصفاك ","2024-06-09T23:20:06.458125Z"
294,"1","2024-06-09T23:21:01.009601Z",1121,4.092,"Negative"," لعياط","2024-06-09T23:21:01.009601Z"
295,"1","2024-06-09T23:21:05.450614Z",1122,1.978,"Negative","خليتون","2024-06-09T23:21:05.450614Z"
296,"1","2024-06-09T23:21:09.954427Z",1123,2.504,"Negative","خلاونv","2024-06-09T23:21:09.954427Z"
297,"1","2024-06-09T23:21:14.149114Z",1124,2.329,"Negative","أخله ","2024-06-09T23:21:14.149114Z"
298,"1","2024-06-09T23:21:17.731598Z",1125,2.194,"Negative","يخله","2024-06-09T23:21:17.731598Z"
299,"1","2024-06-09T23:21:20.826872Z",1126,1.942,"Negative","منخلع","2024-06-09T23:21:20.826872Z"
300,"1","2024-06-09T23:21:25.396217Z",1127,3.421,"Positive","أفصل","2024-06-09T23:21:25.396217Z"
301,"1","2024-06-09T23:21:30.537451Z",1128,2.397,"Neutral","عدل  عدلو ","2024-06-09T23:21:30.537451Z"
302,"1","2024-06-09T23:21:36.482526Z",1129,2.125,"Positive","اصل الصحة","2024-06-09T23:21:36.482526Z"
303,"1","2024-06-09T23:21:39.944953Z",1130,1.559,"Positive"," الصحه","2024-06-09T23:21:39.944953Z"
304,"1","2024-06-09T23:21:43.159665Z",1131,1.758,"Positive","مبروك","2024-06-09T23:21:43.159665Z"
305,"1","2024-06-09T23:21:46.202419Z",1132,1.835,"Positive","وخيرت","2024-06-09T23:21:46.202419Z"
306,"1","2024-06-09T23:21:49.782626Z",1133,1.618,"Negative","ورخست","2024-06-09T23:21:49.782626Z"
307,"1","2024-06-09T23:21:53.370086Z",1134,1.761,"Negative","دحسه","2024-06-09T23:21:53.370086Z"
308,"1","2024-06-09T23:21:56.794563Z",1135,1.932,"Negative","دحستون","2024-06-09T23:21:56.794563Z"
309,"1","2024-06-09T23:22:01.182562Z",1136,3.023,"Negative","رامدين","2024-06-09T23:22:01.182562Z"
310,"1","2024-06-09T23:22:04.632512Z",1137,1.562,"Positive","زين","2024-06-09T23:22:04.632512Z"
311,"1","2024-06-09T23:22:12.829789Z",1138,6.442,"Positive","مزين ذ ","2024-06-09T23:22:12.829789Z"
312,"1","2024-06-09T23:22:16.116111Z",1139,1.775,"Positive","أسكي","2024-06-09T23:22:16.116111Z"
313,"1","2024-06-09T23:22:18.763426Z",1140,1.558,"Positive","ذوقي ","2024-06-09T23:22:18.763426Z"
314,"1","2024-06-09T23:22:22.349371Z",1141,2.153,"Negative","بلا فايدة","2024-06-09T23:22:22.349371Z"
315,"1","2024-06-09T23:22:27.675341Z",1142,5.725,"Positive","متعدل ","2024-06-09T23:22:34.807717Z"
316,"1","2024-06-09T23:22:31.155988Z",1143,1.848,"Positive","التعدال ","2024-06-09T23:22:31.155988Z"
317,"1","2024-06-09T23:22:41.092020Z",1144,2.217,"Positive","التوفيق","2024-06-09T23:22:41.092020Z"
318,"1","2024-06-09T23:22:44.058059Z",1145,1.461,"Positive","النجاح","2024-06-09T23:22:44.058059Z"
319,"1","2024-06-09T23:22:47.133384Z",1146,1.935,"Negative","الشين","2024-06-09T23:22:47.133384Z"
320,"1","2024-06-09T23:22:55.233703Z",1147,4.239,"Negative","شوين ؛","2024-06-09T23:22:58.567150Z"
321,"1","2024-06-09T23:23:09.437636Z",1148,4.041,"Negative","واعر ","2024-06-09T23:23:09.437636Z"
322,"1","2024-06-09T23:23:13.234370Z",1149,1.911,"Negative","صعيب","2024-06-09T23:23:13.234370Z"
323,"1","2024-06-09T23:23:16.641788Z",1150,1.592,"Negative","مايورط","2024-06-09T23:23:16.641788Z"
324,"1","2024-06-09T23:23:19.701856Z",1151,1.886,"Negative","الصرك","2024-06-09T23:23:19.701856Z"
325,"1","2024-06-09T23:23:22.849625Z",1152,1.398,"Negative","سريريك ؛ ","2024-06-09T23:23:22.849625Z"
326,"1","2024-06-09T23:23:26.147679Z",1153,1.915,"Negative","أطراطيك","2024-06-09T23:23:26.147679Z"
327,"1","2024-06-09T23:23:30.274662Z",1154,1.494,"Negative","الكذب","2024-06-09T23:23:30.274662Z"
328,"1","2024-06-09T23:23:33.683391Z",1155,1.77,"Negative","لكذيب ","2024-06-09T23:23:33.683391Z"
329,"1","2024-06-09T23:23:36.968115Z",1156,1.827,"Negative","زفيط ؛","2024-06-09T23:23:36.968115Z"
330,"1","2024-06-09T23:23:39.918926Z",1157,1.787,"Positive","إبرك ","2024-06-09T23:23:39.919924Z"
331,"1","2024-06-09T23:23:42.801655Z",1158,1.705,"Positive","يبارك ؛","2024-06-09T23:23:42.801655Z"
332,"1","2024-06-09T23:23:47.890371Z",1159,3.311,"Negative","خالين","2024-06-09T23:23:47.890371Z"
333,"1","2024-06-09T23:23:54.007256Z",1160,4.971,"Negative"," خالي ","2024-06-09T23:23:54.007256Z"
334,"1","2024-06-09T23:23:57.311131Z",1161,1.437,"Negative","أتف ","2024-06-09T23:23:57.311131Z"
335,"1","2024-06-09T23:24:01.379375Z",1162,2.099,"Negative","يطيرهم ","2024-06-09T23:24:01.379375Z"
336,"1","2024-06-09T23:24:05.545518Z",1163,2.502,"Negative","يخليهم","2024-06-09T23:24:05.545518Z"
337,"1","2024-06-09T23:28:22.280008Z",1164,4.952,"Negative","يعطيهم فرق ","2024-06-09T23:28:22.280008Z"
338,"1","2024-06-09T23:28:27.204858Z",1165,4.006,"Negative"," ،يكتلهم ","2024-06-09T23:28:30.306842Z"
339,"1","2024-06-09T23:28:33.494551Z",1166,2.208,"Negative","راخي ","2024-06-09T23:28:33.494551Z"
340,"1","2024-06-09T23:28:37.885977Z",1167,2.742,"Positive","طول عمر ","2024-06-09T23:28:37.885977Z"
341,"1","2024-06-09T23:28:42.898879Z",1168,3.763,"Negative","يفظحن ","2024-06-09T23:28:42.898879Z"
342,"1","2024-06-09T23:28:47.088484Z",1169,3.033,"Neutral","كونكسيوه اينت لاهي ترجع ؟","2024-06-09T23:28:47.088484Z"
343,"1","2024-06-09T23:28:52.937763Z",1170,3.128,"Negative","كامل الفشل لهذا الحكومة فشل وراء فشل","2024-06-09T23:28:52.937763Z"
344,"1","2024-06-09T23:28:57.555287Z",1171,3.33,"Positive","الله يحفظك معالي الوزير داخلية","2024-06-09T23:28:57.555287Z"
345,"1","2024-06-09T23:29:00.440668Z",1172,1.704,"Positive","شكرا","2024-06-09T23:29:00.440668Z"
346,"1","2024-06-09T23:29:07.094049Z",1173,5.489,"Neutral","وماذا عن أمن المواطنين ماتكلتمتو عنو","2024-06-09T23:29:07.094049Z"
347,"1","2024-06-09T23:29:10.826773Z",1174,1.633,"Positive","حفظ الله بلادنا من كل مكروه","2024-06-09T23:29:10.826773Z"
348,"1","2024-06-09T23:29:13.522973Z",1175,1.523,"Positive","هذا واضح","2024-06-09T23:29:13.522973Z"
349,"1","2024-06-09T23:29:19.213795Z",1176,4.501,"Neutral","أمن يواجعه ماتل خالك ","2024-06-09T23:29:19.213795Z"
350,"1","2024-06-09T23:29:24.745380Z",1177,4.436,"Neutral","ألاسألين ","2024-06-09T23:29:24.745380Z"
351,"1","2024-06-09T23:29:30.615434Z",1178,3.285,"Positive","وفقكم الله لمًا فيه الخير للبلاد والعباد ونرجو حفظ الأمن","2024-06-09T23:29:30.615434Z"
352,"1","2024-06-09T23:29:35.976052Z",1179,6.339,"Positive","حسبنا الله ونعم الوكيل","2024-06-10T18:37:11.229209Z"
353,"1","2024-06-09T23:29:40.039521Z",1180,2.81,"Positive","اهيه ذاك معلوم","2024-06-09T23:29:40.039521Z"
354,"1","2024-06-09T23:29:42.941039Z",1181,1.787,"Positive","حفظكم الله وأعانكم","2024-06-09T23:29:42.941039Z"
355,"1","2024-06-09T23:29:49.322716Z",1182,3.879,"Negative"," لاسيبه","2024-06-09T23:29:49.322716Z"
356,"1","2024-06-09T23:29:52.863338Z",1183,1.765,"Positive","الحمد لله","2024-06-09T23:29:52.863338Z"
357,"1","2024-06-09T23:29:57.013587Z",1184,1.611,"Positive","حفظ الله بلادنا من مكروه","2024-06-09T23:29:57.013587Z"
358,"1","2024-06-09T23:30:00.842672Z",1185,2.703,"Positive","نسأل الله السلامة والعافية حفظ الله بلادنا وبلاد المسلمين .","2024-06-09T23:30:00.842672Z"
359,"1","2024-06-09T23:30:08.795934Z",1186,6.721,"Positive","أمننا فوق الجميع لا لتخريب والعنف","2024-06-09T23:30:08.795934Z"
360,"1","2024-06-09T23:30:13.461095Z",1187,2.128,"Positive","الأمن فوق الجميع وللجميع","2024-06-09T23:30:13.461095Z"
361,"1","2024-06-09T23:30:17.226176Z",1188,2.262,"Positive","الأمن قبل كل شيئ","2024-06-09T23:30:17.226176Z"
362,"1","2024-06-09T23:30:21.095326Z",1189,2.534,"Positive","خلاص بكفي امن الوطن خط احمر","2024-06-09T23:30:21.095326Z"
363,"1","2024-06-09T23:30:25.241329Z",1190,2.511,"Positive","شخصية مفعمة بالانسانية و النبل رجل وقور شهم","2024-06-09T23:30:25.241329Z"
364,"1","2024-06-09T23:30:28.668540Z",1191,2.064,"Positive","نحن معك","2024-06-09T23:30:28.668540Z"
365,"1","2024-06-09T23:30:33.526494Z",1192,1.942,"Positive","بالتوفيق","2024-06-09T23:30:33.526494Z"
366,"1","2024-06-09T23:30:36.493017Z",1193,1.614,"Neutral","قطعو رزوه","2024-06-09T23:30:36.493017Z"
367,"1","2024-06-09T23:30:41.396271Z",1194,3.71,"Neutral","ردونا الإنترنت نسلم اعل أهلنا","2024-06-09T23:30:41.396271Z"
368,"1","2024-06-09T23:30:44.894888Z",1195,2.16,"Neutral","ركزو اشوي","2024-06-09T23:30:44.894888Z"
369,"1","2024-06-09T23:30:48.844178Z",1196,2.672,"Neutral","ذ معناه شنه","2024-06-09T23:30:48.844178Z"
370,"1","2024-06-09T23:30:57.052273Z",1197,4.395,"Negative","معالي الوزير مايعرف اشلاهي ايگول4e chnhou","2024-06-09T23:30:57.052273Z"
371,"1","2024-06-09T23:31:01.149351Z",1198,2.688,"Negative","كامل الخلعة","2024-06-09T23:31:01.149351Z"
372,"1","2024-06-09T23:31:04.863915Z",1199,2.744,"Negative","شمعجلكم","2024-06-09T23:31:04.863915Z"
373,"1","2024-06-09T23:31:14.086192Z",1200,3.922,"Positive","اتكلمو مانكم خايفين نحن معاكم","2024-06-09T23:31:14.086192Z"
374,"1","2024-06-09T23:31:21.318564Z",1201,9.566,"Negative","صار لهم تعدي على شرطي","2024-06-10T18:37:21.305841Z"
375,"1","2024-06-09T23:31:29.899188Z",1202,3.851,"Neutral","أياك خير","2024-06-09T23:31:29.899188Z"
376,"1","2024-06-09T23:31:32.820383Z",1203,1.709,"Neutral","اشكيف ذاك","2024-06-09T23:31:32.820383Z"
377,"1","2024-06-09T23:31:37.084990Z",1204,2.948,"Neutral","القضية متينة","2024-06-09T23:31:37.084990Z"
378,"1","2024-06-09T23:31:42.506473Z",1205,2.614,"Neutral","بالكم الكتابة","2024-06-09T23:31:42.506473Z"
379,"1","2024-06-09T23:31:47.217215Z",1206,2.193,"Positive","بالتوفيق ان شاء الله،","2024-06-09T23:31:47.217215Z"
380,"1","2024-06-09T23:31:51.673954Z",1207,2.228,"Neutral","هذا شنه؟","2024-06-09T23:31:51.673954Z"
381,"1","2024-06-09T23:31:59.537948Z",1208,5.458,"Neutral","الصفحة أياك ماهي مقرسنه","2024-06-09T23:31:59.537948Z"
382,"1","2024-06-09T23:32:05.297967Z",1209,3.106,"Neutral","على الأقل تم صوروهم صور زينين","2024-06-09T23:32:05.297967Z"
383,"1","2024-06-09T23:32:11.530913Z",1210,4.46,"Negative","ههه ذ عادت الخلعه","2024-06-09T23:32:11.530913Z"
384,"1","2024-06-09T23:32:14.739016Z",1211,1.71,"Neutral","تم","2024-06-09T23:32:14.739016Z"
385,"1","2024-06-09T23:32:21.334526Z",1212,2.538,"Negative","هذ بعد الصورة المكبرة فيه سخرية تم طرح بالكم للصور الي اتعدل","2024-06-09T23:32:21.334526Z"
386,"1","2024-06-09T23:32:28.756288Z",1213,5.866,"Positive","صار تعدي على شرطي يجب وقف جميع  المشاركين في القضيه","2024-06-09T23:32:28.756288Z"
387,"1","2024-06-09T23:32:34.058201Z",1214,3.137,"Neutral","في الانتظار ان شاء الله","2024-06-09T23:32:34.058201Z"
388,"1","2024-06-09T23:32:37.337445Z",1215,1.849,"Positive","في الانتظار بشرا خير أنشأ الله","2024-06-09T23:32:37.337445Z"
389,"1","2024-06-09T23:32:40.917448Z",1216,2.131,"Negative","يوضع وزير الداخلية لغة","2024-06-09T23:32:40.917448Z"
390,"1","2024-06-09T23:32:45.537830Z",1217,2.517,"Negative","معالى  الفساد والاستبداد  وترهيب","2024-06-09T23:32:45.537830Z"
391,"1","2024-06-09T23:32:49.204820Z",1218,2.363,"Positive","يلالي يذ من شي حق","2024-06-09T23:32:49.204820Z"
